ma_san_pham,text,text_token,label
422222535,cực xịn xơ_bông rát đáng rẻ,cực xịn xơ_bông rát đáng rẻ,2
422201120,nồng tốt ẩm_mịn derladie,nồng tốt ẩm_mịn derladie,2
422208181,trị dư_tuýt,trị dư_tuýt,2
422216416,không_hợp tuyệt_vời hẳn kiềm,không_hợp tuyệt_vời hẳn kiềm,2
422206541,thích dịu nhẹ lành_tính foam ẩm thường_xuyên căng bớt,thích dịu nhẹ lành_tính foam ẩm_thường_xuyên căng bớt,2
100210020,đắt xắt kiên_trì,đắt xắt kiên_trì,2
422208238,ổn thích,ổn thích,2
351700026,mỏng kĩ tảo rát khỏe hương_mát_mẻ mê ửng nách,mỏng kĩ_tảo rát khỏe hương_mát_mẻ_mê ửng nách,2
422216416,vón dưỡng không_tạo_màng mượt,vón_dưỡng không_tạo_màng mượt,2
422206248,gắt ẻm rát đỡ đổ,gắt ẻm rát đỡ đổ,2
422204231,đổ láng giảm,đổ láng giảm,2
422211997,đạt tiệp vón_cục nên,đạt tiệp vón_cục nên,2
422208181,thâm giảm,thâm giảm,2
318900005,thích đọc thành_phần toàn yên_tâm,thích đọc thành_phần toàn yên_tâm,2
422211276,tốt trôi,tốt trôi,2
371600006,túi_tiền kết_hợp,túi_tiền kết_hợp,2
422201374,siêu_mịn,siêu_mịn,2
422207413,thích không_mụn không_bí ổn,thích không_mụn không_bí ổn,2
422208183,không_hợp pas,không_hợp pas,2
422207414,ái_đời kiềm cực_kỳ đẹp khả_năng tốt kết_hợp ưng ưng bảo mịn nên ổn mãi,ái_đời kiềm cực_kỳ đẹp khả_năng tốt kết_hợp ưng ưng bảo mịn nên ổn mãi,2
249500027,chất liên_hệ,chất liên_hệ,2
422208913,trừ bảo,trừ bảo,2
357100008,méo_mó định rách dễ bọc kín không_có đè đổ không_đòi_hỏi,méo_mó định_rách dễ bọc kín không_có_đè đổ không_đòi_hỏi,2
224100022,yên_tâm kêu kích_ứng lỗ đi_nữa hóa kỹ bổ_rẻ tuyệt,yên_tâm kêu kích_ứng lỗ đi_nữa hóa kỹ_bổ_rẻ tuyệt,2
249500027,nồng kinh_khủng,nồng kinh_khủng,1
422203809,xừ tưa lônh_chừng,xừ tưa lônh_chừng,1
243300007,chất_lượng tốt rẻ ủng_hộ,chất_lượng tốt rẻ ủng_hộ,2
251900024,nên đắp thích,nên đắp thích,2
422209042,tốt sạch không_khô,tốt sạch không_khô,2
248700105,tơn hẹp lỗ đen hồng nhẹ sạch retinol lạ mỹ_phẫm,tơn hẹp lỗ đen_hồng nhẹ sạch retinol lạ mỹ_phẫm,2
100210023,tốt nghiên,tốt nghiên,2
224100007,tốt cực thích,tốt cực thích,2
418800004,không_giờ thất_vọng,không_giờ thất_vọng,0
204100003,cực_kì tốt,cực_kì tốt,2
422206648,viêm ổn không_lây nắp_dương đậm_xài mụn_ẩn,viêm ổn không_lây nắp_dương đậm_xài mụn_ẩn,2
213300016,tốt nồng_nặc mát đẹp tự_nhiên tậu rẻ đáng,tốt nồng_nặc mát đẹp tự_nhiên tậu rẻ đáng,2
308900002,tự_nhiên thoáng nhẹ,tự_nhiên thoáng nhẹ,2
248700102,dư rữa tương_tự chuyên,dư rữa tương_tự chuyên,2
422217029,đọc tốt tậu thơm nhẹ không_làm sạch kít mềm_mịn tốt tốt hợp_lý,đọc tốt tậu thơm nhẹ không_làm sạch kít mềm_mịn tốt tốt hợp_lý,2
100240016,gói chất_lượng chê,gói chất_lượng chê,2
318900005,ổn rít tốt,ổn rít tốt,2
422200002,chuyên miếng lứi đắp đắp lạnh đắp không_trắng rì không_đắp_nạ đắp ngược_lại sẫm_sức không_tệp,chuyên miếng lứi đắp đắp lạnh đắp không_trắng rì_không_đắp_nạ đắp ngược_lại sẫm_sức không_tệp,0
422209663,tốt dạng mỏng nhẹ_mặt,tốt dạng mỏng nhẹ_mặt,2
422200632,đổi cân_nhắc,đổi cân_nhắc,2
377400001,sạch tốt lì sạch đỡ hẳn đỡ sưng hẳn dịu tốt nhờn rít không_cần_rửa làm_biếng ngủ giúp giảm,sạch tốt lì sạch đỡ hẳn đỡ sưng hẳn dịu tốt nhờn rít không_cần_rửa làm_biếng ngủ giúp giảm,2
100240016,hợp kích_ứng mụn_ẩn đẩy kết_hợp peptide problem cồi mụn_ẩn cải_thiện sờ mịn_màng đỉnh,hợp kích_ứng mụn_ẩn đẩy kết_hợp peptide problem cồi mụn_ẩn cải_thiện sờ_mịn_màng đỉnh,2
253900006,khó không_có tệp không_bết_rít nhẹ dặm,khó không_có tệp không_bết_rít nhẹ dặm,2
318900012,tích_cực không_dành dị_ứng khỏe ẻm bonus chưa_bị bọc,tích_cực không_dành dị_ứng khỏe ẻm bonus chưa_bị bọc,0
204100023,sưng mọc cực liễu bác_sĩ kê uống kèm bớt hẳn không_bị tái_lại,sưng mọc cực liễu bác_sĩ kê uống kèm bớt hẳn không_bị tái_lại,2
327500002,đào,đào,2
422201448,phục tốt không_bị đổ,phục tốt không_bị đổ,2
100210020,tặng không_,tặng không_,2
422206035,yêu,yêu,2
204900013,khó không_muốn_đổi thành_phần chấm tán kém không_hề_vón ghét vón yêu nhẹ_nhàng nhẹ,khó không_muốn_đổi thành_phần chấm_tán kém không_hề_vón ghét vón yêu nhẹ_nhàng nhẹ,2
211300002,rẻ lỏng hời dễ không_tiếc không_có tốt thích ngửi_kĩ ưng,rẻ lỏng hời dễ không_tiếc không_có tốt thích ngửi_kĩ ưng,2
318900019,đặc kèm tốt đáng,đặc kèm tốt đáng,2
201600198,thích cực không_bị rít nặng_mặt không_nâng thơm,thích cực không_bị rít nặng_mặt không_nâng thơm,2
204100018,đỡ tốn,đỡ tốn,2
100210016,vơi,vơi,2
222600049,tư_vấn bảo sạch mịn múc sạch không_bị nhờn_rít mướt hẳn mát mát_thích sạch bí_tắc chân_lông xứng_đáng dịu,tư_vấn bảo sạch mịn múc sạch không_bị nhờn_rít mướt hẳn mát mát_thích sạch bí_tắc chân_lông xứng_đáng dịu,2
422211878,không_ấn tượng cơ_bản,không_ấn tượng cơ_bản,1
200400038,kích_ứng cứu_cánh phục_hồi cực chồi liền biến hẳn nặn giảm phục_hồi,kích_ứng cứu_cánh phục_hồi cực_chồi liền biến hẳn nặn giảm phục_hồi,2
422218283,thích cảm đỡ,thích cảm_đỡ,2
232500001,ghét định chấm vết_thương xước sạch nhẹ cực_hợp trị viêm tốt cân_nhắc chấm hiệu_quả,ghét định chấm vết_thương_xước sạch nhẹ cực_hợp_trị viêm tốt cân_nhắc chấm hiệu_quả,2
205100136,sạch posay rẻ đỡ haiz,sạch posay rẻ đỡ haiz,2
422212100,ổn ngăm sợ kiềm trôi_chảy tông kĩ_nhé trách nhầm ổn đáng,ổn ngăm sợ kiềm trôi_chảy_tông kĩ_nhé_trách nhầm ổn đáng,2
335100004,mãi nhơn khoải mềm nên,mãi nhơn_khoải mềm nên,2
201600198,bết_rích nặng_mặt khó đặc,bết_rích nặng_mặt khó đặc,1
214000001,thâm_nám tàn chân_lông không_cải_thiện rõ_rệt kết_quả không_thích_điểm không_thấm bết,thâm_nám tàn_chân_lông không_cải_thiện rõ_rệt kết_quả không_thích_điểm không_thấm bết,2
422201448,tốt tùm chừa nặn mịn,tốt tùm chừa nặn mịn,2
422208238,tốt hiệu_quả không_tin tình_cờ tư_vấn kệ căng hàn_đẹp căng săn rỏ,tốt hiệu_quả không_tin tình_cờ tư_vấn kệ căng hàn_đẹp căng săn rỏ,2
253900006,bảo tiệp,bảo tiệp,2
225300002,tốt sạch mềm mịn căng,tốt sạch mềm mịn căng,2
422207283,dễ bắt tốt bảo kiểm_soát xịn,dễ bắt tốt bảo kiểm_soát xịn,2
248700035,tốt nhẹ vón_cục không_bị mụn_ẩn,tốt nhẹ vón_cục không_bị mụn_ẩn,2
248700102,sạch sâu không_bị êm,sạch sâu không_bị êm,2
248700075,thích ẩm_sáng giảm đốm nâu,thích ẩm_sáng giảm đốm nâu,2
318900005,nặn sưng hạn_chế thâm tốt lười skincare không_thật_sự cần_thiết trình_dưỡng tuýp,nặn sưng hạn_chế thâm tốt lười skincare không_thật_sự cần_thiết trình_dưỡng tuýp,2
204900004,thích sạch khô_xíu mịn bình_thường ẩn chân_ái,thích sạch khô_xíu mịn bình_thường ẩn_chân_ái,2
249500004,vệt dầu_ổn nhẹ vô_tư,vệt dầu_ổn nhẹ vô_tư,2
232500022,siêu_lâu hẹn chưa_đâu chờ,siêu_lâu hẹn chưa_đâu chờ,1
249500019,hắc rít không_giống,hắc rít không_giống,2
308100018,mắn đắp thích,mắn đắp thích,2
100240016,cực chất_lượng ổn,cực chất_lượng ổn,2
422204787,thơm ổn,thơm ổn,2
422204795,tốt mịn không_gây,tốt mịn không_gây,2
345800001,wrap,wrap,2
343100029,sạch ưng,sạch ưng,2
205100137,yếu đừng kích_ứng,yếu đừng kích_ứng,0
422214146,thích_hợp sạch dịu nhẹ không_mùi chất suốt không_thích ẩm_nhớt nhớt,thích_hợp sạch dịu nhẹ không_mùi_chất suốt không_thích ẩm_nhớt nhớt,2
422205345,tình_hình đổi pau kết_hợp,tình_hình đổi pau kết_hợp,2
204100019,nhờn dễ kích_ứng nổi_mụn skincare vất_vả tốn chân_ái không_có hợp chứa trị,nhờn dễ kích_ứng nổi_mụn skincare vất_vả tốn chân_ái không_có_hợp chứa_trị,2
422208181,bác_sĩ liễu_kê đẹp,bác_sĩ liễu_kê đẹp,2
318900002,kiên_trì rùi công_tâm giảm thâm hiệu_quả hiệu_quả ngủ dậy căng lắm_ý đổ không_đến tí,kiên_trì rùi công_tâm giảm thâm_hiệu_quả hiệu_quả ngủ dậy căng lắm_ý đổ không_đến tí,2
206400011,không_giảm_lão olay,không_giảm_lão olay,2
422203807,dễ tách không_thích,dễ tách không_thích,1
100230064,không_đúng lừa,không_đúng lừa,0
422204795,xả mềm mịn thích,xả mềm mịn thích,2
422204775,tuyệt_vời không_lên rẻ ủng_hộ lâu_dài,tuyệt_vời không_lên rẻ ủng_hộ lâu_dài,2
224100029,ghé bấm_bụng đại ngờ mỏng ẩm,ghé bấm_bụng đại_ngờ mỏng ẩm,2
249500004,tốt nhẹ rít,tốt nhẹ rít,2
213300007,không_phù_hợp dị_ứng không_nâng_tông kén,không_phù_hợp dị_ứng không_nâng_tông kén,2
100210016,hơi_chát,hơi_chát,2
422203979,không_êm zớt liền,không_êm zớt liền,2
204900025,tiếc,tiếc,2
345800013,ổn_nhiên trắng_bệch khó tán,ổn_nhiên trắng_bệch khó tán,2
204100013,thích giúp dễ_chịu,thích giúp dễ_chịu,2
422203506,không_khác_biệt,không_khác_biệt,0
248700035,chân_ái mỏng nhẹ tán đẹp tệp nhẹ ửng nhẹ,chân_ái mỏng nhẹ_tán đẹp tệp nhẹ ửng nhẹ,2
253900006,bàn chất_lượng niêm cẩn_thận thơm nhẹ mịn_màn rít,bàn chất_lượng niêm_cẩn_thận thơm nhẹ mịn_màn rít,2
318900002,lém,lém,2
422212100,hỗn_hợp kinh dừng hoài rẻ dễ thơm nhẹ không_hề không_bị nổi viết rẻ chất,hỗn_hợp kinh dừng hoài rẻ dễ thơm nhẹ không_hề không_bị nổi viết rẻ chất,2
358300002,mụn_kích ứng_không_ạ,mụn_kích ứng_không_ạ,1
256700002,dưỡng_ẩm dịu thơm,dưỡng_ẩm dịu thơm,2
100150065,mê ê kéo_dài,mê ê_kéo_dài,2
223600040,tạm sạm kinh_khủng kích_ứng né,tạm sạm kinh_khủng kích_ứng né,0
422201725,ưng bết nổi trộm_vía í,ưng bết nổi trộm_vía í,2
422201822,đẩy thích nát di mỏng nhẹ,đẩy thích nát di_mỏng nhẹ,2
318900009,tạm,tạm,1
222600057,ẩm bí dễ,ẩm_bí dễ,1
422203809,chất_lượng ổn_mềm mịn thân_thiện tốt,chất_lượng ổn_mềm mịn thân_thiện tốt,2
293500043,tốt dịu nhẹ cân_nhắc đổ nhạy_cảm_kích_ứng châm_chít bình_thường sạch nhẹ_nhàng đen giảm trở_nên khỏe tóm tắt tốt,tốt dịu nhẹ cân_nhắc đổ nhạy_cảm_kích_ứng châm_chít bình_thường sạch nhẹ_nhàng đen giảm trở_nên khỏe tóm_tắt tốt,2
204100019,êm mềm_giá chát đáng sạch ưu_tiên không_bằng êm,êm mềm_giá_chát đáng sạch ưu_tiên không_bằng êm,2
256700011,thiệc,thiệc,2
422219400,tốt lặn bớt giảm hiệu_quả,tốt lặn bớt giảm hiệu_quả,2
422206248,giúp tế_bào không_bằng chuyên_dụng sạch,giúp tế_bào không_bằng chuyên_dụng sạch,2
100240016,cẩn_thận chất_lượng miễn_chê,cẩn_thận chất_lượng miễn_chê,2
204000059,xịt ổn,xịt ổn,2
308500013,tệ rẻ_tiền,tệ rẻ_tiền,0
248700034,vô_phạt không_có giảm,vô_phạt không_có giảm,1
422211878,gói thích,gói thích,2
422204906,tốt tiện sạch dễ tiếp,tốt tiện sạch dễ tiếp,2
422207023,sunplay tặng kèm tốt hẳn tỵt_vời cảm_nhận,sunplay tặng kèm tốt hẳn tỵt_vời cảm_nhận,2
422205053,đẩy,đẩy,1
248700035,nhiêu ẩm tốt,nhiêu ẩm tốt,2
249500019,chỉ_số ổn_áp nhẹ_nhàng,chỉ_số ổn_áp nhẹ_nhàng,2
422209052,xịn nám nhẹ dần giảm_giá,xịn nám nhẹ dần giảm_giá,2
100100001,đa_năng,đa_năng,2
224100009,không_thơm kì_kì mườn mượt khô_rít,không_thơm kì_kì mườn mượt khô_rít,2
422206537,dịu nhẹ thơm nhẹ sạch ẩm,dịu nhẹ_thơm nhẹ sạch ẩm,2
249500011,rẻ chỉ_số cổ,rẻ chỉ_số cổ,2
422205122,đổi tốt mướt nổi,đổi tốt_mướt nổi,2
422201090,đỉnh giảm thâm_mắt đáng đồng_tiền,đỉnh giảm thâm_mắt đáng đồng_tiền,2
422201725,dịu nặn mỏng nhẹ bết,dịu nặn mỏng nhẹ bết,2
422203146,cẩn,cẩn,2
343700002,dưỡng ẩm_cảm_ưng mỏng vô không_làm cảm nặng_nề mát dưỡng_ẩm tốt,dưỡng ẩm_cảm_ưng mỏng vô không_làm_cảm nặng_nề mát dưỡng_ẩm tốt,2
422219813,ngứa nổi giảm kích_ứng ngứa,ngứa nổi giảm kích_ứng ngứa,2
422209198,gọn sữa_rửa tốt mềm,gọn sữa_rửa tốt mềm,2
422205819,tạm sài_ngờ thơm_thơm êm,tạm sài_ngờ thơm_thơm êm,2
422205820,nóng_rát thơm,nóng_rát thơm,2
204900013,nhẹ không_đổ,nhẹ không_đổ,2
422218631,dịu nhẹ không_kích_ứng ẩm_thích,dịu nhẹ không_kích_ứng ẩm_thích,2
371600006,rít chờ,rít chờ,2
422212100,hỗn_hợp thiên_dầu ổn không_bí trừ trắng_bệch,hỗn_hợp thiên_dầu ổn không_bí_trừ trắng_bệch,2
422202421,ổn sạch không_gây rát lành_tính thích rẻ trừ tẩy_mắt cẩn_thận một_chút không_hết rẻ đáng đầu_tư,ổn sạch không_gây rát lành_tính thích rẻ_trừ tẩy_mắt cẩn_thận một_chút không_hết rẻ đáng đầu_tư,2
422216416,vón hà siêu_nhạy cảm_xài đẹp tốt tốt không_bị,vón hà_siêu_nhạy cảm_xài đẹp tốt tốt không_bị,2
422209045,thích sạch không_khô không_êm,thích sạch không_khô không_êm,2
422204795,tốt_không_khô,tốt_không_khô,2
422206248,sạch rát tốt nhẹ hài_lòng,sạch rát tốt nhẹ hài_lòng,2
205100146,bàn không_có dự_định đổi,bàn không_có dự_định đổi,2
422203609,treatment lỏng dễ giảm thơm nồng cân_nhắc cầm,treatment lỏng dễ giảm thơm nồng_cân_nhắc cầm,2
222600030,khổng_lồ ổn,khổng_lồ ổn,2
422207283,ổn_áp kiểm_soát nhờn không_bị bắt kiểm_soát,ổn_áp kiểm_soát nhờn không_bị bắt kiểm_soát,2
422207736,random ổn thơm mát_á ghé rẻ ổn ghê thích,random ổn thơm mát_á ghé rẻ ổn ghê_thích,2
422211241,định bảo không_ạ thành_phần không_có,định bảo không_ạ thành_phần không_có,2
422201700,hút ổn_dịu giảm viêm,hút ổn_dịu giảm viêm,2
422219577,dịu nhẹ đổi tàn đậm đổi đổi tốn,dịu nhẹ đổi tàn_đậm đổi đổi tốn,2
204100054,dẽ chịu mát ởn_định tốt,dẽ chịu mát_ởn_định tốt,2
223600048,khuyên,khuyên,2
345800002,skin không_rep quyết_định lâu_tí,skin không_rep quyết_định lâu_tí,2
422221911,ổn thơm dịu nhẹ hiệu_quả dõi,ổn thơm_dịu nhẹ hiệu_quả dõi,2
422204910,sạch không_mắt,sạch không_mắt,2
422203506,rẻ chất_lượng đáng tuýt ưng thơm nhẹ thường_xuyên đạt kết_quả tốt,rẻ chất_lượng đáng tuýt ưng thơm nhẹ thường_xuyên đạt kết_quả tốt,2
100220035,xài_hợp dậy láng quan_sát,xài_hợp dậy láng quan_sát,2
422200002,cấp_tốc xịn toàn,cấp_tốc xịn toàn,2
422204795,cảm_xài kĩ_vùg mịn_màng,cảm_xài kĩ_vùg mịn_màng,2
357100004,ẩm_mượt mê lựa chạy gọn_lẹ tìm_kiếm,ẩm_mượt mê_lựa chạy gọn_lẹ tìm_kiếm,2
224100009,căng nổi,căng nổi,2
422209262,phẩm hiệu_quả,phẩm hiệu_quả,2
422209047,phục_hồi căng,phục_hồi căng,2
214000001,tuyp cảm_nhận hẳn châm_chích không_bị trị tốt cục mụn_ẩn chưa_hết nhỏ_xíu thâm ngạc_nhiên hết_mình tiếp tốt,tuyp cảm_nhận hẳn châm_chích không_bị_trị tốt cục mụn_ẩn chưa_hết nhỏ_xíu thâm_ngạc_nhiên hết_mình tiếp tốt,2
201600182,cám,cám,2
422206043,đừng thơm thiên_nhiên,đừng thơm thiên_nhiên,2
100240016,đẩy láng tốt không_hợp không_có_dưỡng nổi mao_mạch,đẩy láng tốt không_hợp không_có_dưỡng nổi mao_mạch,2
249500027,không_đánh_giá mê,không_đánh_giá mê,2
100210020,cải_thiện chấm ửng dịch kỹ_thaya đắt rẻ thẩm_mỹ_viện không_các,cải_thiện chấm ửng dịch kỹ_thaya đắt rẻ thẩm_mỹ_viện không_các,2
253900007,đau ví êm_dịu nóng_kích_mặt tí đặc đỡ chê thư_giãn,đau ví êm_dịu nóng_kích_mặt tí đặc_đỡ chê thư_giãn,2
224100009,sạch mềm_mượt,sạch mềm_mượt,2
371600006,trông giảm hẳn tự_tin mộc tối dần là_viên dùn tiếp đáng mua,trông giảm hẳn tự_tin_mộc tối dần là_viên dùn tiếp_đáng mua,2
204100018,tốt hài_lòng,tốt hài_lòng,2
100220035,hành cẩn_thận miễn_chê,hành cẩn_thận miễn_chê,2
422211501,bảo_kích_ứng khô_hơi kích_ứng kích_ứng sạch tốt hơi_kì không_bị,bảo_kích_ứng khô_hơi kích_ứng kích_ứng sạch tốt hơi_kì không_bị,2
100180148,thích khả_năng không_thì vạch dán lắng chậm gói tạm,thích khả_năng không_thì vạch dán lắng chậm gói tạm,2
422202025,cocon tuỵt_vời nhe nên nhẹ đau í,cocon tuỵt_vời_nhe nên nhẹ đau í,2
226200018,dán nặn dán lột xẹp hẳn giá_thành rẻ,dán nặn dán lột xẹp hẳn giá_thành rẻ,2
422208157,hợp hỗn_hợp thiên_dầu kích_ứng đổi rõ_rệt kỹ không_bị mụn_ẩn,hợp hỗn_hợp thiên_dầu kích_ứng đổi rõ_rệt kỹ không_bị mụn_ẩn,2
422207844,cực_kỳ,cực_kỳ,2
249500002,dễ tán,dễ tán,2
204100054,viết mát ổn,viết mát ổn,2
201600074,thẩm_thấu không_nhờn,thẩm_thấu không_nhờn,2
201600198,nhẹ xức rát_mặt,nhẹ xức rát_mặt,2
204100003,đăt,đăt,2
422203449,bảo giảm kiên_trì,bảo giảm kiên_trì,2
100230059,tặng yêu_thích,tặng yêu_thích,2
224100009,không_bị căng_rít,không_bị căng_rít,2
422202580,thâm_mụn không_có giảm dần không_đổ trung_lọ hiệu_quả tốt rõ_rệt,thâm_mụn không_có giảm dần không_đổ trung_lọ hiệu_quả tốt rõ_rệt,2
422211276,mỏng lỏng tuýp tím dễ_chịu hồng thích hợp,mỏng lỏng tuýp tím dễ_chịu hồng thích_hợp,2
422200002,lạ đắp hẳn liquid,lạ đắp hẳn liquid,2
422205122,không_hối hận,không_hối hận,2
213300064,tốt hợp_lý,tốt hợp_lý,2
422208807,tuyệt_vời mát_mẻ không_có hỗn_hợp,tuyệt_vời mát_mẻ không_có hỗn_hợp,2
100220035,khuyên lâu_chưa_hết không_hợp ổn,khuyên lâu_chưa_hết không_hợp ổn,2
422204659,gởi khảo ngăn_mát đắp dần thâm_nhạt dẻ mịn_màng hẳn hũ khuyến_mãi tiếp,gởi khảo_ngăn_mát đắp dần thâm_nhạt_dẻ mịn_màng hẳn hũ khuyến_mãi tiếp,2
422210956,ổn dễ nhũ thơm_á đều_đặn đen giảm kết_hợp sạch rẻ xịn,ổn dễ nhũ thơm_á đều_đặn đen giảm kết_hợp sạch rẻ xịn,2
345800015,mò bết cảm_nhạn trị_thâm liệu thâm cân_nhắc phục_hồi đổ,mò bết cảm_nhạn trị_thâm_liệu thâm_cân_nhắc phục_hồi đổ,2
293500010,mềm ngăn_ngừa không_gây,mềm ngăn_ngừa không_gây,2
371600006,tốt đóng_gói cẩn_thận kĩ,tốt đóng_gói cẩn_thận kĩ,2
422200262,nồng_chất đặc trắng_xài không_đâu_rát không_bị_kích_ứng không_kích_ứng tâm định ngờ,nồng_chất đặc_trắng_xài không_đâu_rát không_bị_kích_ứng không_kích_ứng tâm_định ngờ,2
422204795,êm dịu không_kích_ứng kết_hợp khăn_tẩy dưỡng serum_viên uống ẩm cộng,êm dịu không_kích_ứng kết_hợp khăn_tẩy_dưỡng serum_viên uống ẩm_cộng,2
248700032,đỡ thâm lót dang dưỡng_mắt,đỡ thâm_lót dang dưỡng_mắt,2
422203371,đánh liền phớ ghê_nhma set đẹp không_lâu rẻ,đánh liền phớ ghê_nhma set đẹp không_lâu rẻ,2
422203145,tím_xỉu dễ_xước dị không_xuống_tông đẹp ưng,tím_xỉu dễ_xước dị_không_xuống_tông đẹp ưng,2
422207413,mê nhẹ tự_nhiên tốt,mê nhẹ tự_nhiên tốt,2
100220035,giúp láng viêm lunk không_hợp,giúp láng viêm lunk không_hợp,0
100750038,đóng_gói cẩn_thận đẹp,đóng_gói cẩn_thận đẹp,2
318900019,ổn dịu nhẹ phục_hồi khỏe,ổn dịu nhẹ phục_hồi khỏe,2
422209427,chất đặc nhẹ wonjin không_quá dịu,chất đặc_nhẹ wonjin không_quá dịu,2
422221764,hiệu_quả cải_thiện,hiệu_quả cải_thiện,2
204100019,thích sài_nhiêu,thích sài_nhiêu,2
422207736,đắp mát nổi đắp vô đỡ sưng đau,đắp mát nổi_đắp vô_đỡ sưng đau,2
224100008,hỗn_hợp ổn_áp,hỗn_hợp ổn_áp,2
358300001,dưỡng trắng_thích bết ưng nhẹ rõ_rệt cực_kì dần lỗ chấm không_lắm thủm,dưỡng trắng_thích bết ưng nhẹ rõ_rệt cực_kì dần lỗ chấm không_lắm thủm,2
422205053,ofline đặc giảm thâm chắn giảm chậm,ofline đặc_giảm thâm_chắn giảm chậm,2
422211489,thích nhờn_mặt,thích nhờn_mặt,1
248700075,thâm_mụn đen không_có êm,thâm_mụn đen không_có êm,2
100240016,tốt mụn_ẩn,tốt mụn_ẩn,2
318900011,tốt dịu nhẹ đặt_biệt siêu_lâu,tốt dịu nhẹ đặt_biệt siêu_lâu,2
422211276,không_thấm đeo không_hết nhẹ tím tốt,không_thấm đeo không_hết nhẹ tím tốt,2
422208913,tốt ngủ dậy căng ủng_hộ dài_lâu,tốt ngủ dậy căng ủng_hộ dài_lâu,2
223600058,lành_tính khó_chịu êm dám thôi_hôm suốt ẩn liền bổ rẻ,lành_tính khó_chịu êm_dám thôi_hôm suốt ẩn liền bổ rẻ,2
422217972,mỏng ôm khít kích_ứng tróc đắp mát_mát rát,mỏng ôm khít kích_ứng tróc đắp mát_mát rát,2
422204795,tốt mịn sạch không_gây ủng_hộ,tốt mịn sạch không_gây ủng_hộ,2
100220035,kết_hợp không_mọi,kết_hợp không_mọi,2
343100029,sạch dịu nhẹ thích,sạch dịu nhẹ thích,2
100220035,xài_hợp kích_ứng căng nhẹ chờ dưỡng,xài_hợp kích_ứng căng nhẹ chờ dưỡng,2
422203609,hợp kết_cấu lỏng mát_lát kén mắn kèm_serum cấp_nước dưỡng ẩm_sâu dậy mềm rấy_mướt,hợp kết_cấu lỏng mát_lát kén_mắn kèm_serum cấp_nước_dưỡng ẩm_sâu dậy mềm rấy_mướt,2
243300007,mỏng rẻ nên,mỏng rẻ nên,2
308100018,sưng tấy êm đẩy thương_nhớ cực thích_mê,sưng tấy êm_đẩy thương_nhớ cực thích_mê,2
422209443,kéo gỡ đau rát mềm hẳn bớt thâm,kéo gỡ đau rát mềm hẳn bớt thâm,2
422211549,không_bị bết rít kích_ứng trộm_vía,không_bị bết rít kích_ứng trộm_vía,2
223600058,ẩm tốt chưa_gì,ẩm tốt chưa_gì,2
422204777,mát mịn nhẹ không_bết thích bóng_xíu,mát mịn nhẹ không_bết thích bóng_xíu,2
422202580,tốt hiệu_quả cũ ủng_hộ tốt,tốt hiệu_quả cũ ủng_hộ tốt,2
226200018,chấm bác_sĩ hẳn,chấm bác_sĩ hẳn,2
422203510,uy_tín bình_dương chưa_biết ủng_hộ,uy_tín bình_dương chưa_biết ủng_hộ,2
204100003,ghê đẹp vón_cục,ghê đẹp vón_cục,0
204900025,tốt tốt không_điểm sạch,tốt tốt không_điểm sạch,2
422222535,ổn xù nhoa,ổn xù nhoa,2
318900012,hỗn_hợp treatment thỏa,hỗn_hợp treatment thỏa,2
213300058,lột tạm,lột tạm,2
253900006,nhạy_cảm_xài chán ghê_chưa_tìm thích_hợp,nhạy_cảm_xài chán ghê_chưa_tìm thích_hợp,2
318900012,rát nhẹ,rát nhẹ,2
422202580,cũ căng mướt hản,cũ căng mướt hản,2
224100022,sạch ẩm không_bị hài_lòng,sạch ẩm_không_bị hài_lòng,2
204900013,cũ không_ạ không_có thích cũ,cũ không_ạ không_có thích cũ,2
248700003,thích mát bạc_hà không_gây_kích_ứng rát hiệu_quả giảm thâm giảm nhăn dần,thích mát_bạc_hà không_gây_kích_ứng rát hiệu_quả giảm thâm_giảm nhăn dần,2
318900012,ẩm cấp_nước ổn không_kích_ứng,ẩm cấp_nước ổn không_kích_ứng,2
422204795,hiệu_quả đẹp,hiệu_quả đẹp,2
211300002,căng lỗ lành_tính không_dị_ứng cây_phỉ tốt đòi_hỏi skincare mà_còn rẻ đáng,căng lỗ lành_tính không_dị_ứng cây_phỉ tốt đòi_hỏi skincare mà_còn rẻ đáng,2
100750038,hiệu_quả rẻ chất_lượng tốt thích,hiệu_quả rẻ chất_lượng tốt thích,2
422221764,hợp_lý kèm phổ_rộng êm khỏe hẳn bớt,hợp_lý kèm phổ_rộng êm_khỏe hẳn bớt,2
308100023,sạch nhũ độ_ẩm chuyên_dụng,sạch nhũ độ_ẩm chuyên_dụng,2
